family,source,row,feature,stratum,n,mean_cos,max_cos,bo_1,bo_2,bo_4,bo_8,bo_16,bo_32,bo_64,n_sae_gated
sae/l42-1b,2026-07-14_nla-av,617,110370,0,4,0.058687,0.147563,0.058687,0.09266,0.147563,,,,,414
sae/l42-1b,2026-07-14_nla-av,618,113402,0,4,0.024153,0.026585,0.024153,0.025854,0.026585,,,,,302
sae/l42-1b,2026-07-14_nla-av,619,113482,0,4,0.071803,0.225489,0.071803,0.122421,0.225489,,,,,363
sae/l42-1b,2026-07-14_nla-av,620,114197,0,4,0.147496,0.151582,0.147496,0.14983,0.151582,,,,,325
sae/l42-1b,2026-07-14_nla-av,621,116065,0,4,0.022612,0.025371,0.022612,0.024468,0.025371,,,,,360
sae/l42-1b,2026-07-14_nla-av,622,116422,0,4,0.063492,0.18909,0.063492,0.101675,0.18909,,,,,398
sae/l42-1b,2026-07-14_nla-av,623,117824,0,4,0.180356,0.210957,0.180356,0.19776,0.210957,,,,,406
sae/l42-1b,2026-07-14_nla-av,624,117932,0,4,0.01261,0.01447,0.01261,0.013683,0.01447,,,,,283
sae/l42-1b,2026-07-14_nla-av,625,118549,0,4,0.03172,0.03244,0.03172,0.032212,0.03244,,,,,329
sae/l42-1b,2026-07-14_nla-av,626,120409,0,4,0.042097,0.055351,0.042097,0.047797,0.055351,,,,,284
sae/l42-1b,2026-07-14_nla-av,627,120760,0,4,0.150409,0.169308,0.150409,0.155828,0.169308,,,,,370
sae/l42-1b,2026-07-14_nla-av,628,124524,0,4,0.024917,0.02932,0.024917,0.029172,0.02932,,,,,420
sae/l42-1b,2026-07-14_nla-av,629,124853,0,4,0.020067,0.043387,0.020067,0.03193,0.043387,,,,,248
sae/l42-1b,2026-07-14_nla-av,630,125183,0,4,0.023963,0.034614,0.023963,0.033708,0.034614,,,,,417
sae/l42-1b,2026-07-14_nla-av,631,125536,0,4,0.056233,0.095572,0.056233,0.080245,0.095572,,,,,335
sae/l42-1b,2026-07-14_nla-av,632,125821,0,4,0.194108,0.196603,0.194108,0.195204,0.196603,,,,,449
sae/l42-1b,2026-07-14_nla-av,633,125917,0,4,0.018148,0.020445,0.018148,0.020168,0.020445,,,,,326
sae/l42-1b,2026-07-14_nla-av,634,125951,0,4,0.030206,0.035938,0.030206,0.032796,0.035938,,,,,336
sae/l42-1b,2026-07-14_nla-av,635,126424,0,4,0.040695,0.047469,0.040695,0.044624,0.047469,,,,,381
sae/l42-1b,2026-07-14_nla-av,636,127341,0,4,0.02072,0.022533,0.02072,0.021903,0.022533,,,,,265
sae/l42-1b,2026-07-14_nla-av,637,127940,0,4,0.013615,0.019017,0.013615,0.017186,0.019017,,,,,329
sae/l42-1b,2026-07-14_nla-av,638,128256,0,4,0.019802,0.023579,0.019802,0.021043,0.023579,,,,,338
sae/l42-1b,2026-07-14_nla-av,639,130807,0,4,0.029698,0.035473,0.029698,0.03336,0.035473,,,,,307
sae/l42-1b,2026-07-14_nla-av,640,2760,1,4,0.188033,0.197364,0.188033,0.194448,0.197364,,,,,283
sae/l42-1b,2026-07-14_nla-av,641,3278,1,4,0.112353,0.145856,0.112353,0.127296,0.145856,,,,,312
sae/l42-1b,2026-07-14_nla-av,642,3446,1,4,0.122841,0.140885,0.122841,0.132458,0.140885,,,,,339
sae/l42-1b,2026-07-14_nla-av,643,4156,1,4,0.018101,0.023189,0.018101,0.020148,0.023189,,,,,353
sae/l42-1b,2026-07-14_nla-av,644,4484,1,4,0.146785,0.155072,0.146785,0.151196,0.155072,,,,,353
sae/l42-1b,2026-07-14_nla-av,645,5688,1,4,0.178051,0.212447,0.178051,0.198809,0.212447,,,,,373
sae/l42-1b,2026-07-14_nla-av,646,6480,1,4,0.152711,0.176083,0.152711,0.175204,0.176083,,,,,392
sae/l42-1b,2026-07-14_nla-av,647,10191,1,4,0.160269,0.173234,0.160269,0.171042,0.173234,,,,,340
sae/l42-1b,2026-07-14_nla-av,648,10648,1,4,0.19425,0.201472,0.19425,0.19883,0.201472,,,,,415
sae/l42-1b,2026-07-14_nla-av,649,10764,1,4,0.167486,0.179914,0.167486,0.17743,0.179914,,,,,316
sae/l42-1b,2026-07-14_nla-av,650,12211,1,4,0.341556,0.353196,0.341556,0.347429,0.353196,,,,,352
sae/l42-1b,2026-07-14_nla-av,651,13766,1,4,0.228168,0.247651,0.228168,0.237779,0.247651,,,,,318
sae/l42-1b,2026-07-14_nla-av,652,16469,1,4,0.128239,0.185937,0.128239,0.153935,0.185937,,,,,334
sae/l42-1b,2026-07-14_nla-av,653,19009,1,4,0.140858,0.183767,0.140858,0.162622,0.183767,,,,,323
sae/l42-1b,2026-07-14_nla-av,654,27680,1,4,0.02052,0.026118,0.02052,0.023346,0.026118,,,,,322
sae/l42-1b,2026-07-14_nla-av,655,27832,1,4,0.138567,0.159032,0.138567,0.151257,0.159032,,,,,412
sae/l42-1b,2026-07-14_nla-av,656,28248,1,4,0.042334,0.056297,0.042334,0.052225,0.056297,,,,,365
sae/l42-1b,2026-07-14_nla-av,657,28258,1,4,0.071536,0.080808,0.071536,0.078803,0.080808,,,,,353
sae/l42-1b,2026-07-14_nla-av,658,28912,1,4,0.051455,0.062426,0.051455,0.056876,0.062426,,,,,358
sae/l42-1b,2026-07-14_nla-av,659,29243,1,4,0.043559,0.068533,0.043559,0.053999,0.068533,,,,,368
sae/l42-1b,2026-07-14_nla-av,660,29501,1,4,0.114956,0.123546,0.114956,0.119206,0.123546,,,,,419
sae/l42-1b,2026-07-14_nla-av,661,30010,1,4,0.152138,0.182751,0.152138,0.15368,0.182751,,,,,334
sae/l42-1b,2026-07-14_nla-av,662,30874,1,4,0.133611,0.157718,0.133611,0.156179,0.157718,,,,,382
sae/l42-1b,2026-07-14_nla-av,663,31321,1,4,0.182751,0.205804,0.182751,0.201763,0.205804,,,,,598
sae/l42-1b,2026-07-14_nla-av,664,31488,1,4,0.066155,0.084179,0.066155,0.0734,0.084179,,,,,363
sae/l42-1b,2026-07-14_nla-av,665,31797,1,4,0.154861,0.17254,0.154861,0.156514,0.17254,,,,,328
sae/l42-1b,2026-07-14_nla-av,666,33155,1,4,0.011856,0.020973,0.011856,0.01536,0.020973,,,,,337
sae/l42-1b,2026-07-14_nla-av,667,35227,1,4,0.233143,0.250058,0.233143,0.241718,0.250058,,,,,311
sae/l42-1b,2026-07-14_nla-av,668,35276,1,4,0.11788,0.12594,0.11788,0.123262,0.12594,,,,,344
sae/l42-1b,2026-07-14_nla-av,669,35394,1,4,0.108762,0.120574,0.108762,0.110337,0.120574,,,,,341
