doc,coverage_n7,coverage_n13
3672,0,0
3673,0.000245,0
3674,0,0
3675,0,0
3676,0,0
3677,0.000964,0
3678,0,0
3679,0,0
3680,0.002146,0
3681,0.001534,0
3682,0.003005,0
3683,0,0
3684,0.006689,0
3685,0,0
3686,0.003663,0
3687,0.004687,0
3688,0,0
3689,0.000812,0
3690,0,0
3691,0.001499,0
3692,0,0
3693,0,0
3694,0.008734,0
3695,0.016736,0
3696,0,0
3697,0.014286,0
3698,0,0
3699,0.006768,0
3700,0.003546,0
3701,0.001718,0
3702,0,0
3703,0.007194,0
3704,0,0
3705,0,0
3706,0.325581,0.26506
3707,0.003623,0
3708,0,0
3709,0,0
3710,0.007042,0
3711,0.004484,0
3712,0,0
3713,0,0
3714,0.000885,0
3715,0,0
3716,0,0
3717,0,0
3718,0,0
3719,0.003336,0
3720,0.013072,0
3721,0.010526,0
3722,0,0
3723,0,0
3724,0.023711,0.001037
3725,0,0
3726,0,0
3727,0.001751,0
3728,0.001706,0
3729,0,0
3730,0.002299,0
3731,0,0
3732,0,0
3733,0,0
3734,0.004505,0
3735,0.030457,0
3736,0,0
3737,0,0
3738,0,0
3739,0.005236,0
3740,0,0
3741,0.177632,0.083056
3742,0.064906,0.023256
3743,0,0
3744,0.004333,0
3745,0.004027,0
3746,0,0
3747,0,0
3748,0,0
3749,0.004902,0
3750,0,0
3751,0.000593,0
3752,0.001825,0
3753,0,0
3754,0,0
3755,0,0
3756,0,0
3757,0.152607,0.086749
3758,0,0
3759,0,0
3760,0.005435,0
3761,0,0
3762,0,0
3763,0,0
3764,0.001695,0
3765,0.000743,0
3766,0.003344,0
3767,0,0
3768,0.006565,0
3769,0,0
3770,0,0
3771,0,0
3772,0,0
3773,0.009698,0.00216
3774,0.001259,0
3775,0,0
3776,0,0
3777,0,0
3778,0,0
3779,0,0
3780,0,0
3781,0,0
3782,0.000873,0
3783,0.002874,0
3784,0,0
3785,0,0
3786,0.088235,0
3787,0,0
3788,0,0
3789,0,0
3790,0,0
3791,0.016393,0
3792,0.004405,0
3793,0.001739,0
3794,0.010101,0
3795,0.354717,0.281853
3796,0.004237,0
3797,0,0
3798,0,0
3799,0.004274,0
3800,0,0
3801,0.007143,0
3802,0,0
3803,0.001548,0
3804,0,0
3805,0.016393,0
3806,0,0
3807,0,0
3808,0.001808,0
3809,0,0
3810,0,0
3811,0.002088,0
3812,0.009627,0.002424
3813,0,0
3814,0.001376,0
3815,0,0
3816,0.001923,0
3817,0.005464,0
3818,0,0
3819,0,0
3820,0.025974,0.003311
3821,0.00132,0
3822,0,0
3823,0.002571,0
3824,0,0
3825,0,0
3826,0,0
3827,0.020958,0
3828,0,0
3829,0.002358,0
3830,0.002532,0
3831,0,0
3832,0,0
3833,0,0
3834,0.00221,0
3835,0,0
3836,0.155216,0.103846
3837,0.016543,0.001663
3838,0.002203,0
3839,0,0
3840,0,0
3841,0,0
3842,0,0
3843,0.093511,0.065637
3844,0,0
3845,0,0
3846,0,0
3847,0.307414,0.26039
3848,0.005505,0
3849,0.002268,0
3850,0,0
3851,0,0
3852,0.001721,0
3853,0.004082,0
3854,0.002766,0
3855,0.000926,0
3856,0.055229,0.036686
3857,0.275229,0.23301
3858,0.510823,0.417778
3859,0,0
3860,0,0
3861,0.009434,0
3862,0.001706,0
3863,0.005051,0
3864,0,0
3865,0.03125,0
3866,0.209472,0.167587
3867,0,0
3868,0.005435,0
3869,0,0
3870,0.72967,0.638274
3871,0,0
3872,0.032609,0
3873,0,0
3874,0,0
3875,0,0
3876,0.006466,0
3877,0.001473,0
3878,0.050955,0.012987
3879,0,0
3880,0,0
3881,0.011747,0
3882,0,0
3883,0,0
3884,0,0
3885,0,0
3886,0,0
3887,0.223048,0.191729
3888,0.015707,0
3889,0.005666,0
3890,0,0
3891,0.008421,0
3892,0,0
3893,0.003697,0
3894,0.009709,0
3895,0.006791,0
3896,0,0
3897,0,0
3898,0.349099,0.283105
3899,0.005952,0
3900,0,0
3901,0,0
3902,0.00292,0
3903,0,0
3904,0.009901,0
3905,0,0
3906,0.001179,0
3907,0,0
3908,0.205072,0.152838
3909,0,0
3910,0.021192,0.004005
3911,0.002398,0
3912,0.02132,0
3913,0.005474,0
3914,0.002328,0
3915,0.012346,0
3916,0.003377,0
3917,0,0
3918,0,0
3919,0.004399,0
3920,0.005988,0
3921,0,0
3922,0,0
3923,0.002762,0
3924,0.019011,0
3925,0.002163,0
3926,0.165618,0.106157
3927,0.001297,0
3928,0,0
3929,0,0
3930,0,0
3931,0.001422,0
3932,0.052632,0
3933,0,0
3934,0.002079,0
3935,0.011742,0
3936,0,0
3937,0,0
3938,0,0
3939,0,0
3940,0.001445,0
3941,0.021978,0
3942,0,0
3943,0.067843,0.007493
3944,0.017568,0.008174
3945,0,0
3946,0,0
3947,0,0
3948,0,0
3949,0,0
3950,0.005964,0
3951,0,0
3952,0,0
3953,0.00119,0
3954,0.004975,0
3955,0.001011,0
3956,0,0
3957,0,0
3958,0,0
3959,0.001161,0
3960,0.004202,0
3961,0.101721,0.058452
3962,0.00361,0
3963,0,0
3964,0.004673,0
3965,0,0
3966,0.009448,0
3967,0,0
3968,0,0
3969,0.003017,0
3970,0.052632,0
3971,0.392523,0.346535
3972,0.006452,0
3973,0,0
3974,0.005319,0
3975,0,0
3976,0.001435,0
3977,0,0
3978,0.004155,0
3979,0,0
3980,0.016563,0
3981,0.147287,0.105691
3982,0,0
3983,0.007299,0
3984,0,0
3985,0.00974,0
3986,0,0
3987,0,0
3988,0.2625,0.227273
3989,0.002286,0
3990,0,0
3991,0,0
3992,0,0
3993,0,0
3994,0,0
3995,0,0
3996,0.002506,0
3997,0.000112,0
3998,0.002695,0
3999,0.001159,0
4000,0.006637,0
4001,0.079422,0.059041
4002,0,0
4003,0,0
4004,0,0
4005,0,0
4006,0.006608,0
4007,0,0
4008,0.010169,0
4009,0,0
4010,0,0
4011,0,0
4012,0.004137,0
4013,0.005795,0
4014,0,0
4015,0.023077,0.011673
4016,0.001208,0
4017,0.012057,0.005385
4018,0,0
4019,0,0
4020,0,0
4021,0,0
4022,0.007471,0
4023,0.002907,0
4024,0.002123,0
4025,0.008794,0
4026,0,0
4027,0,0
4028,0.017544,0.004831
4029,0.007519,0
4030,0,0
4031,0.036866,0
4032,0,0
4033,0,0
4034,0,0
4035,0,0
4036,0.005042,0
4037,0,0
4038,0,0
4039,0.007299,0
4040,0.007396,0
4041,0,0
4042,0,0
4043,0.015936,0
4044,0,0
4045,0,0
4046,0.007013,0
4047,0,0
4048,0,0
4049,0.100244,0.059553
4050,0.114407,0.06087
4051,0,0
4052,0,0
4053,0.00198,0
4054,0,0
4055,0.017278,0.006971
4056,0,0
4057,0.03413,0
4058,0,0
4059,0,0
4060,0,0
4061,0,0
4062,0,0
4063,0.00463,0
4064,0,0
4065,0.198502,0.164751
4066,0,0
4067,0,0
4068,0.007246,0
4069,0.004132,0
4070,0,0
4071,0,0
4072,0.000641,0
4073,0,0
4074,0.030043,0
4075,0.040632,0.02746
4076,0.002525,0
4077,0,0
4078,0.020243,0
4079,0.447644,0.390957
4080,0.006452,0
4081,0.001351,0
4082,0,0
4083,0,0
4084,0.011186,0
4085,0.002809,0
4086,0.005181,0
4087,0,0
4088,0.002132,0
4089,0.020791,0.016162
4090,0.065116,0.051887
4091,0.020101,0
4092,0,0
4093,0,0
4094,0,0
4095,0,0
4096,0,0
4097,0.005495,0
4098,0,0
4099,0,0
4100,0.010345,0
4101,0.003023,0
4102,0,0
4103,0,0
4104,0.288288,0.242259
4105,0,0
4106,0.008547,0
4107,0.001818,0
4108,0,0
4109,0.00358,0
4110,0.002045,0
4111,0,0
4112,0,0
4113,0.005226,0
4114,0,0
4115,0.142857,0.058824
4116,0,0
4117,0,0
4118,0.006369,0
4119,0,0
4120,0.012195,0
4121,0.001242,0
4122,0.011236,0
4123,0,0
4124,0,0
4125,0,0
4126,0,0
4127,0,0
4128,0,0
4129,0,0
4130,0.003384,0
4131,0,0
4132,0,0
4133,0,0
4134,0.001445,0
4135,0.002535,0
4136,0.003208,0
4137,0,0
4138,0.001346,0
4139,0,0
4140,0,0
4141,0,0
4142,0.311981,0.230585
4143,0,0
4144,0,0
4145,0,0
4146,0,0
4147,0,0
4148,0.003617,0
4149,0,0
4150,0,0
4151,0,0
4152,0.000867,0
4153,0,0
4154,0,0
4155,0.311538,0.26378
4156,0,0
4157,0.001362,0
4158,0.003755,0
4159,0,0
4160,0.003089,0
4161,0,0
4162,0,0
4163,0.001494,0
4164,0,0
4165,0.002105,0
4166,0,0
4167,0.039024,0
4168,0,0
4169,0.006452,0
4170,0,0
4171,0.002907,0
4172,0.024262,0.007431
4173,0.086207,0
4174,0,0
4175,0,0
4176,0.001605,0
4177,0,0
4178,0.016582,0
4179,0.000695,0
4180,0,0
4181,0.002188,0
4182,0,0
4183,0,0
4184,0,0
4185,0,0
4186,0.00464,0
4187,0.009524,0
4188,0.044304,0.025806
4189,0.039216,0
4190,0,0
4191,0,0
4192,0.050713,0.016
4193,0,0
4194,0.00337,0
4195,0,0
4196,0,0
4197,0,0
4198,0.000771,0
4199,0,0
4200,0,0
4201,0,0
4202,0,0
4203,0.008197,0
4204,0,0
4205,0,0
4206,0,0
4207,0,0
4208,0,0
4209,0.005579,0
4210,0,0
4211,0.001391,0
4212,0,0
4213,0.01039,0
4214,0,0
4215,0.000263,0
4216,0.00578,0
4217,0.002096,0
4218,0,0
4219,0,0
4220,0.002809,0
4221,0,0
4222,0,0
4223,0,0
4224,0.009193,0.00179
4225,0,0
4226,0.022814,0
4227,0,0
4228,0,0
4229,0.004084,0
4230,0,0
4231,0.004049,0
4232,0.007737,0
4233,0,0
4234,0.001062,0
4235,0,0
4236,0.002773,0
4237,0,0
4238,0,0
4239,0,0
4240,0.006555,0.002599
4241,0.010101,0
4242,0.006345,0
4243,0.001767,0
4244,0.001461,0
4245,0.004237,0
4246,0,0
4247,0.98513,0.878327
4248,0,0
4249,0.009479,0
4250,0,0
4251,0.005682,0
4252,0.013774,0
4253,0,0
4254,0,0
4255,0,0
4256,0.002481,0
4257,0,0
4258,0.015625,0
4259,0.000976,0
4260,0.007984,0
4261,0,0
4262,0.001818,0
4263,0,0
4264,0.001706,0
4265,0.000974,0
4266,0,0
4267,0,0
4268,0.011905,0
4269,0.005223,0
4270,0,0
4271,0,0
4272,0.007194,0
4273,0.001957,0
4274,0.001348,0
4275,0,0
4276,0,0
4277,0,0
4278,0,0
4279,0.001795,0
4280,0,0
4281,0,0
4282,0,0
4283,0.006944,0
4284,0.004926,0
4285,0,0
4286,0.004329,0
4287,0,0
4288,0,0
4289,0.004862,0
4290,0,0
4291,0.008982,0
4292,0,0
4293,0.002278,0
4294,0.181058,0.13881
4295,0,0
4296,0,0
4297,0,0
4298,0.003407,0
4299,0,0
4300,0,0
4301,0,0
4302,0,0
4303,0.040541,0
4304,0.012048,0
4305,0.0012,0
4306,0.000946,0
4307,0,0
4308,0,0
4309,0.002976,0
4310,0,0
4311,0.005214,0.001163
4312,0,0
4313,0.092742,0.07551
4314,0,0
4315,0.002146,0
4316,0.057607,0.00148
4317,0,0
4318,0,0
4319,0.002577,0
4320,0.005384,0
4321,0,0
4322,0.005122,0.000643
4323,0,0
4324,0,0
4325,0,0
4326,0.005979,0
4327,0.063158,0.017921
4328,0.002606,0
4329,0.004666,0
4330,0,0
4331,0.001144,0
4332,0.00165,0
4333,0.001649,0
4334,0,0
4335,0,0
4336,0,0
4337,0,0
4338,0.002401,0
4339,0,0
4340,0.002294,0
4341,0,0
4342,0.006656,0
4343,0,0
4344,0,0
4345,0,0
4346,0.059406,0.048333
4347,0,0
4348,0.028192,0.018425
4349,0,0
4350,0.059226,0.032333
4351,0,0
4352,0,0
4353,0,0
4354,0,0
4355,0,0
4356,0,0
4357,0,0
4358,0,0
4359,0.00452,0
4360,0,0
4361,0,0
4362,1,1
4363,0,0
4364,0.003937,0
4365,0,0
4366,0.002242,0
4367,0.044444,0
4368,0,0
4369,0.005277,0
4370,0.009009,0
4371,0.029126,0
4372,0,0
4373,0,0
4374,0.00133,0
4375,0,0
4376,0.00939,0
4377,0,0
4378,0,0
4379,0,0
4380,0,0
4381,0.003492,0
4382,0,0
4383,0,0
4384,0.042857,0
4385,0,0
4386,0,0
4387,0,0
4388,0.028571,0.004184
4389,0,0
4390,0,0
4391,0.009524,0
4392,0.002179,0
4393,0,0
4394,0,0
4395,0,0
4396,0.110619,0
4397,0,0
4398,0.021798,0.013736
4399,0,0
4400,0,0
4401,0.002693,0
4402,0.000238,0
4403,0,0
4404,0.05364,0.023095
4405,0,0
4406,0.132075,0.08
4407,0,0
4408,0,0
4409,0,0
4410,0.010381,0
4411,0.034653,0.005102
4412,0.004049,0
4413,0,0
4414,0,0
4415,0,0
4416,0.012708,0
4417,0,0
4418,0,0
4419,0.020833,0
4420,0,0
4421,0.033599,0.000889
4422,0,0
4423,0.003295,0
4424,0,0
4425,0,0
4426,0,0
4427,0.006024,0
4428,0.015187,0.007059
4429,0.005008,0
4430,0,0
4431,0.003846,0
4432,0,0
4433,0,0
4434,0,0
4435,0,0
4436,0,0
4437,0.009926,0
4438,0,0
4439,0.558442,0.504918
4440,0,0
4441,0.015936,0.004032
4442,0.004739,0
4443,0,0
4444,0,0
4445,0,0
4446,0,0
4447,0.01494,0
4448,0,0
4449,0,0
4450,0,0
4451,0,0
4452,0,0
4453,0,0
4454,0,0
4455,0.029821,0.004024
4456,0,0
4457,0,0
4458,0.001805,0
4459,0.011111,0
4460,0.002254,0
4461,0,0
4462,0,0
4463,0,0
4464,0.016506,0
4465,0,0
4466,0,0
4467,0.005086,0
4468,0,0
4469,0,0
4470,0,0
4471,0.014085,0
4472,0.015942,0
4473,0,0
4474,0,0
4475,0,0
4476,0,0
4477,0.003308,0
4478,0,0
4479,0,0
4480,0.0013,0
4481,0,0
4482,0.003003,0
4483,0.016736,0
4484,0.00267,0
4485,0,0
4486,0,0
4487,0.0013,0
4488,0.002813,0
4489,0,0
4490,0,0
4491,0.001881,0
4492,0,0
4493,0,0
4494,0.018519,0
4495,0,0
4496,0.001239,0
4497,0,0
4498,0.00375,0
4499,0,0
4500,0.020509,0.000824
4501,0.004657,0
4502,0,0
4503,0,0
4504,0.002049,0
4505,0.004856,0
4506,0,0
4507,0.009642,0
4508,0,0
4509,0,0
4510,0,0
4511,0.000585,0
4512,0,0
4513,0,0
4514,0.00369,0
4515,0,0
4516,0,0
4517,0.013201,0
4518,0,0
4519,0,0
4520,0,0
4521,0,0
4522,0,0
4523,0.004541,0
4524,0.000248,0
4525,0,0
4526,0.003115,0
4527,0,0
4528,0.004469,0
4529,0.007519,0
4530,0.006061,0
4531,0,0
4532,0.00495,0
4533,0.004132,0
4534,0.045205,0.031768
4535,0,0
4536,0.013216,0
4537,0,0
4538,0.003356,0
4539,0.003241,0
4540,0.447779,0.338573
4541,0.007018,0
4542,0,0
4543,0,0
4544,0.002488,0
4545,0,0
4546,0.001802,0
4547,0,0
4548,0.002312,0
4549,0,0
4550,0,0
4551,0,0
4552,0,0
4553,0.004847,0
4554,0.008448,0
4555,0,0
4556,0.006306,0
4557,0,0
4558,0,0
4559,0,0
4560,0.007194,0
4561,0.002762,0
4562,0.005,0
4563,0,0
4564,0,0
4565,0,0
4566,0.000842,0
4567,0,0
4568,0,0
4569,0.002967,0
4570,0,0
4571,0,0
4572,0.004902,0
4573,0.005291,0
4574,0,0
4575,0.002801,0
4576,0,0
4577,0.016154,0.010046
4578,0.00354,0
4579,0.001534,0
4580,0.002237,0
4581,0.014652,0
4582,0,0
4583,0,0
4584,0.002545,0
4585,0.001623,0
4586,0.002304,0
4587,0.122449,0.085492
4588,0,0
4589,0.000529,0
4590,0,0
4591,0,0
4592,0,0
4593,0.0311,0
4594,0.002564,0
4595,0,0
4596,0,0
4597,0,0
4598,0.000533,0
4599,0.006329,0
4600,0,0
4601,0.014975,0.001681
4602,0,0
4603,0.004975,0
4604,0.011628,0
4605,0.006466,0.004086
4606,0,0
4607,0,0
4608,0.178404,0.140097
4609,0.001699,0
4610,0.003774,0
4611,0.001934,0
4612,0.036036,0.010376
4613,0,0
4614,0.009346,0
4615,0,0
4616,0,0
4617,0.015504,0
4618,0.007576,0
4619,0,0
4620,0.009009,0
4621,0.006257,0.001142
4622,0,0
4623,0.00996,0
4624,0.003774,0
4625,0.008,0
4626,0,0
4627,0,0
4628,0,0
4629,0.008798,0
4630,0.002985,0
4631,0.003717,0
4632,0,0
4633,0.001575,0
4634,0.005714,0
4635,0,0
4636,0,0
4637,0.00303,0
4638,0,0
4639,0.00545,0
4640,0.01087,0
4641,0.009259,0
4642,0,0
4643,0.433333,0.37931
4644,0,0
4645,0,0
4646,0,0
4647,0,0
4648,0,0
4649,0,0
4650,0.004255,0
4651,0.001524,0
4652,0,0
4653,0.163482,0.101075
4654,0.21673,0.175097
4655,0.013514,0
4656,0.001473,0
4657,0,0
4658,0.123188,0.083333
4659,0.008734,0
4660,0,0
4661,0.001157,0
4662,0.022901,0
4663,0.002954,0
4664,0.00216,0
4665,0,0
4666,0,0
4667,0,0
4668,0,0
4669,0,0
4670,0.009259,0
4671,0,0
4672,0,0
4673,0.003861,0
4674,0,0
4675,0,0
4676,0,0
4677,0.006515,0
4678,0,0
4679,0.019802,0
4680,0.004926,0
4681,0.003049,0
4682,0,0
4683,0,0
4684,0,0
4685,0.004202,0
4686,0.016667,0
4687,0,0
4688,0.016423,0
4689,0.003717,0
4690,0,0
4691,0,0
4692,0,0
4693,0.004878,0
4694,0.000899,0
4695,0.007092,0
4696,0,0
4697,0.001912,0
4698,0,0
4699,0.005811,0
4700,0.020218,0
4701,0,0
4702,0,0
4703,0.005981,0
4704,0.002415,0
4705,0,0
4706,0.011019,0
4707,0.007407,0
4708,0.172093,0.143541
4709,0,0
4710,0.055556,0
4711,0.002291,0
4712,0,0
4713,0,0
4714,0.010753,0
4715,0,0
4716,0,0
4717,0.002043,0
4718,0,0
4719,0,0
4720,0,0
4721,0.002703,0
4722,0,0
4723,0.004511,0
4724,0.007042,0
4725,0.001698,0
4726,0.003846,0
4727,0.00823,0
4728,0.000468,0
4729,0.003663,0
4730,0,0
4731,0.0115,0.007825
4732,0.004115,0
4733,0,0
4734,0,0
4735,0.016997,0
4736,0.041204,0.0032
4737,0,0
4738,0.047393,0.016827
4739,0,0
4740,0.003702,0
4741,0.014134,0
4742,0,0
4743,0,0
4744,0.000935,0
4745,0,0
4746,0,0
4747,0,0
4748,0,0
4749,0.014493,0.002096
4750,0,0
4751,0,0
4752,0.001961,0
4753,0,0
4754,0,0
4755,0.000898,0
4756,0,0
4757,0,0
4758,0.014286,0
4759,0.003462,0
4760,0.325843,0.277108
4761,0,0
4762,0,0
4763,0.001828,0
4764,0,0
4765,0.030899,0
4766,0.002604,0
4767,0,0
4768,0,0
4769,0,0
4770,0,0
4771,0,0
4772,0.003876,0
4773,0,0
4774,0,0
4775,0.094253,0.032634
4776,0,0
4777,0,0
4778,0,0
4779,0.006494,0
4780,0.004665,0
4781,0,0
4782,0,0
4783,0.001942,0
4784,0.002766,0
4785,0.004274,0
4786,0,0
4787,0,0
4788,0,0
4789,0,0
4790,0,0
4791,0,0
4792,0.004,0
4793,0,0
4794,0,0
4795,0,0
4796,0,0
4797,0,0
4798,0,0
4799,0,0
4800,0,0
4801,0.005305,0
4802,0.014019,0.005882
4803,0,0
4804,0.004728,0
4805,0.011385,0
4806,0,0
4807,0,0
4808,0,0
4809,0.009524,0
4810,0,0
4811,0.004724,0
4812,0.003205,0
4813,0,0
4814,0.014706,0
4815,0,0
4816,0,0
4817,0,0
4818,0,0
4819,0.012774,0
4820,0,0
4821,0,0
4822,0,0
4823,0.004502,0
4824,0.001381,0
4825,0,0
4826,0,0
4827,0,0
4828,0.008217,0
4829,0,0
4830,0.002404,0
4831,0.002176,0
4832,0,0
4833,0.000454,0
4834,0.009524,0
4835,0,0
4836,0,0
4837,0,0
4838,0,0
4839,0.030637,0
4840,0.000495,0
4841,0.00135,0
4842,0,0
4843,0,0
4844,0.050089,0.039783
4845,0,0
4846,0.005525,0
4847,0.00625,0
4848,0,0
4849,0,0
4850,0.001484,0
4851,0.002188,0
4852,0.012887,0
4853,0,0
4854,0,0
4855,0.044248,0
4856,0.004926,0
4857,0.000489,0
4858,0,0
4859,0.026316,0
4860,0.038066,0.028896
4861,0,0
4862,0.017817,0
4863,0,0
4864,0.009709,0
4865,0,0
4866,0,0
4867,0,0
4868,0,0
4869,0,0
4870,0,0
4871,0.01227,0
4872,0.304821,0.230769
4873,0,0
4874,0.004082,0
4875,0.021572,0.009331
4876,0.001558,0
4877,0,0
4878,0,0
4879,0.006431,0
4880,0,0
4881,0.005145,0
4882,0,0
4883,0,0
4884,0.016949,0
4885,0,0
4886,0,0
4887,0,0
4888,0,0
4889,0.003937,0
4890,0,0
4891,0,0
4892,0,0
4893,0.004425,0
4894,0.003636,0
4895,0.002571,0
4896,0.008025,0.002478
4897,0,0
4898,0,0
4899,0.023861,0.004396
4900,0.074074,0
4901,0.001795,0
4902,0.014815,0
4903,0,0
4904,0,0
4905,0,0
4906,0.008032,0
4907,0.011194,0
4908,0,0
4909,0.319444,0.289855
4910,0,0
4911,0,0
4912,0,0
4913,0,0
4914,0,0
4915,0,0
4916,0.004723,0
4917,0.209256,0.13442
4918,0,0
4919,0.000881,0
4920,0,0
4921,0.001006,0
4922,0.002703,0
4923,0.002208,0
4924,0,0
4925,0.000581,0
4926,0,0
4927,0,0
4928,0.001716,0
4929,0.084034,0.008621
4930,0,0
4931,0,0
4932,0,0
4933,0.002088,0
4934,0,0
4935,0.003436,0
4936,0.000921,0
4937,0.009007,0.000959
4938,0,0
4939,0.00189,0
4940,0,0
4941,0,0
4942,0.001701,0
4943,0,0
4944,0.00104,0
4945,0.223256,0.177033
4946,0.003623,0
4947,0,0
4948,0,0
4949,0.005952,0.002714
4950,0,0
4951,0,0
4952,0,0
4953,0,0
4954,0.534992,0.44427
4955,0.002928,0
4956,0.009208,0
4957,0.009901,0
4958,0,0
4959,0.007143,0
4960,0.004582,0
4961,0,0
4962,0,0
4963,0,0
4964,0,0
4965,0.009868,0
4966,0.135496,0.102317
4967,0.035714,0
4968,0.013889,0
4969,0,0
4970,0,0
4971,0.12026,0.095965
4972,0,0
4973,0.00198,0
4974,0,0
4975,0,0
4976,0.006375,0
4977,0,0
4978,0.028571,0
4979,0.028037,0
4980,0.00611,0
4981,0,0
4982,0,0
4983,0,0
4984,0.072758,0.037917
4985,0.018204,0.002445
4986,0,0
4987,0,0
4988,0.001427,0
4989,0.212471,0.126464
4990,0.003058,0
4991,0.026756,0
4992,0,0
4993,0.015515,0
4994,0,0
4995,0.002375,0
4996,0.011696,0
4997,0,0
4998,0.003704,0
4999,0,0
5000,0,0
5001,0,0
5002,0,0
5003,0,0
5004,0,0
5005,0.156134,0.121673
5006,0.006635,0
5007,0,0
5008,0.073684,0.010753
5009,0.00761,0
5010,0,0
5011,0,0
5012,0.014184,0
5013,0,0
5014,0.251889,0.132992
5015,0,0
5016,0.037398,0.027915
5017,0,0
5018,0.005093,0
5019,0.001263,0
5020,0,0
5021,0,0
5022,0,0
5023,0.333333,0.303704
5024,0,0
5025,0.002193,0
5026,0.02063,0.010709
5027,0.013373,0.004498
5028,0,0
5029,0,0
5030,0,0
5031,0,0
5032,0.00627,0
5033,0,0
5034,0.019272,0.005388
5035,0.013636,0
5036,0.002237,0
5037,0.019608,0
5038,0.004608,0
5039,0,0
5040,0,0
5041,0.03626,0.015444
5042,0.004202,0
5043,0,0
5044,0,0
5045,0.006289,0
5046,0,0
5047,0.007481,0
5048,0,0
5049,0.000524,0
5050,0,0
5051,0.002845,0
5052,0,0
5053,0,0
5054,0,0
5055,0.001323,0
5056,0.018233,0.005658
5057,0.014837,0
5058,0,0
5059,0.007595,0
5060,0,0
5061,0,0
5062,0,0
5063,0,0
5064,0,0
5065,0,0
5066,0,0
5067,0.004149,0
5068,0,0
5069,0.003378,0
5070,0.084862,0.016279
5071,0,0
5072,0.015385,0
5073,0,0
5074,0,0
5075,0,0
5076,0.000796,0
5077,0,0
5078,0,0
5079,0.002793,0
5080,0,0
5081,0,0
5082,0,0
5083,0.002389,0
5084,0,0
5085,0.001007,0
5086,0,0
5087,0,0
5088,0.023952,0
5089,0.008982,0
5090,0.006497,0.000465
5091,0.008178,0.001494
5092,0,0
5093,0,0
5094,0.003752,0
5095,0.003546,0
5096,0.001193,0
5097,0,0
5098,0.02,0
5099,0,0
5100,0,0
5101,0.302632,0.267123
5102,0.087413,0.032143
5103,0.004785,0
5104,0.009259,0.003101
5105,0.002717,0
5106,0,0
5107,0,0
5108,0.083333,0.019608
5109,0.008403,0
5110,0,0
5111,0,0
5112,0.010753,0
5113,0,0
5114,0.001094,0
5115,0,0
5116,0,0
5117,0.022727,0
5118,0,0
5119,0,0
5120,0,0
5121,0.742208,0.678717
5122,0,0
5123,0.001346,0
5124,0.01,0
5125,0.022495,0
5126,0.014245,0
5127,0,0
5128,0.053957,0.033088
5129,0.00646,0
5130,0,0
5131,0,0
5132,0.033525,0.021195
5133,0,0
5134,0,0
5135,0,0
5136,0,0
5137,0,0
5138,0.005114,0
5139,0.005249,0
5140,0.000778,0
5141,0.001428,0
5142,0,0
5143,0.002369,0
5144,0.004115,0
5145,0.102041,0.076471
5146,0,0
5147,0,0
5148,0,0
5149,0,0
5150,0,0
5151,0,0
5152,0.004587,0
5153,0.000982,0
5154,0,0
5155,0.001342,0
5156,0,0
5157,0.013699,0
5158,0,0
5159,0.007701,0
5160,0.002339,0
5161,0,0
5162,0.000971,0
5163,0,0
5164,0.019531,0
5165,0.006897,0
5166,0.00554,0
5167,0,0
5168,0,0
5169,0,0
5170,0.02944,0.013372
5171,0.002227,0
5172,0,0
5173,0,0
5174,0,0
5175,0,0
5176,0.001318,0
5177,0.004211,0
5178,0.467213,0.284483
5179,0.007752,0
5180,0,0
5181,0,0
5182,0,0
5183,0.012019,0
5184,0.008086,0
5185,0,0
5186,0,0
5187,0,0
5188,0,0
5189,0.003717,0
5190,0.003861,0
5191,0,0
5192,0,0
5193,0.002591,0
5194,0,0
5195,0.058989,0.037143
5196,0,0
5197,0.068051,0.058072
5198,0.054054,0.022444
5199,0.006289,0
5200,0,0
5201,0,0
5202,0,0
5203,0.026379,0
5204,0.008458,0.000978
5205,0.003979,0
5206,0,0
5207,0.000868,0
5208,0.004032,0
5209,0,0
5210,0.013468,0
5211,0.00361,0
5212,0,0
5213,0.014151,0
5214,0.004121,0
5215,0.004141,0
5216,0.026316,0
5217,0,0
5218,0.001658,0
5219,0,0
5220,0.000861,0
5221,0.001555,0
5222,0,0
5223,0,0
5224,0.008621,0
5225,0,0
5226,0.00041,0
5227,0,0
5228,0,0
5229,0.003992,0
5230,0.029006,0
5231,0,0
5232,0.004184,0
5233,0.00237,0
5234,0.039307,0.021405
5235,0.000883,0
5236,0.002935,0
5237,0.019704,0
5238,0,0
5239,0,0
5240,0,0
5241,0.003546,0
5242,0,0
5243,0,0
5244,0.004223,0
5245,0.005792,0
5246,0.011388,0.005718
5247,0.002062,0
5248,0,0
5249,0,0
5250,0.000464,0
5251,0,0
5252,0.002509,0
5253,0.004149,0
5254,0.003992,0
5255,0,0
5256,0,0
5257,0,0
5258,0.022788,0.014824
5259,0.110672,0.064777
5260,0,0
5261,0,0
5262,0,0
5263,0,0
5264,0,0
5265,0,0
5266,0,0
5267,0.00443,0.000635
5268,0.004878,0
5269,0,0
5270,0,0
5271,0,0
5272,0,0
5273,0.004005,0
5274,0.002717,0
5275,0.025237,0
5276,0.093333,0.014493
5277,0,0
5278,0.028846,0
5279,0,0
5280,0.004617,0
5281,0,0
5282,0.004071,0
