doc,coverage_n7,coverage_n13
10064,0,0
10065,0.001342,0
10066,0,0
10067,0,0
10068,0,0
10069,0,0
10070,0,0
10071,0,0
10072,0.009231,0
10073,0,0
10074,0.070276,0.057963
10075,0.026946,0.009146
10076,0.005056,0
10077,0.066946,0.042918
10078,0.004552,0
10079,0.003717,0
10080,0,0
10081,0,0
10082,0.000861,0
10083,0,0
10084,0.412927,0.399786
10085,0,0
10086,0,0
10087,0.043839,0.026159
10088,0.001931,0
10089,0,0
10090,0,0
10091,0.0125,0
10092,0,0
10093,0.002132,0
10094,0,0
10095,0,0
10096,0,0
10097,0,0
10098,0,0
10099,0.004367,0
10100,0,0
10101,0.049261,0.0325
10102,0,0
10103,0,0
10104,0,0
10105,0,0
10106,0.001074,0
10107,0.000861,0
10108,0,0
10109,0,0
10110,0.005051,0
10111,0.001739,0
10112,0,0
10113,0.009545,0.00507
10114,0,0
10115,0,0
10116,0.483444,0.317241
10117,0,0
10118,0,0
10119,0.095349,0.070872
10120,0.011628,0
10121,0,0
10122,0,0
10123,0.007968,0
10124,0,0
10125,0.000691,0
10126,0.000595,0
10127,0.018868,0
10128,0,0
10129,0,0
10130,0,0
10131,0,0
10132,0,0
10133,0,0
10134,0.005935,0
10135,0,0
10136,0,0
10137,0.006579,0
10138,0,0
10139,0,0
10140,0.0016,0
10141,0.004167,0
10142,0,0
10143,0,0
10144,0.002137,0
10145,0,0
10146,0.024901,0.016981
10147,0.00565,0
10148,0,0
10149,0.00514,0
10150,0.027731,0.016892
10151,0.002553,0
10152,0,0
10153,0,0
10154,0,0
10155,0,0
10156,0.009302,0
10157,0,0
10158,0.016878,0
10159,0,0
10160,0,0
10161,0.005747,0
10162,0,0
10163,0.00102,0
10164,0,0
10165,0,0
10166,0,0
10167,0,0
10168,0.001825,0
10169,0.007444,0
10170,0.001274,0
10171,0,0
10172,0,0
10173,0,0
10174,0,0
10175,0.003774,0
10176,0.041096,0.033934
10177,0,0
10178,0,0
10179,0.00222,0
10180,0.060291,0.037895
10181,0.041096,0
10182,0.001592,0
10183,0,0
10184,0.01039,0
10185,0.002759,0
10186,0,0
10187,0,0
10188,0,0
10189,0.004396,0
10190,0,0
10191,0.001078,0
10192,0.004016,0
10193,0,0
10194,0,0
10195,0.001429,0
10196,0,0
10197,0,0
10198,0,0
10199,0,0
10200,0.008392,0
10201,0.009346,0
10202,0,0
10203,0.03957,0.026304
10204,0.002151,0
10205,0,0
10206,0,0
10207,0.002101,0
10208,0.005396,0
10209,0.003096,0
10210,0.039927,0.012844
10211,0.008746,0
10212,0.001616,0
10213,0,0
10214,0,0
10215,0.001844,0
10216,0.007207,0
10217,0,0
10218,0,0
10219,0.000874,0
10220,0.309278,0.263736
10221,0,0
10222,0.002924,0
10223,0.083333,0.060976
10224,0.007299,0
10225,0.003831,0
10226,0,0
10227,0.001575,0
10228,0,0
10229,0.000541,0
10230,0,0
10231,0.004695,0
10232,0,0
10233,0,0
10234,0,0
10235,0.002217,0
10236,0,0
10237,0.008772,0
10238,0,0
10239,0.016854,0
10240,0,0
10241,0.006689,0
10242,0,0
10243,0,0
10244,0.005831,0
10245,0.006682,0
10246,0,0
10247,0,0
10248,0.004055,0.002122
10249,0.002983,0
10250,0.009245,0
10251,0,0
10252,0,0
10253,0.021873,0
10254,0,0
10255,0,0
10256,0.002132,0
10257,0.003311,0
10258,0,0
10259,0,0
10260,0,0
10261,0,0
10262,0.03125,0
10263,0,0
10264,0.021583,0
10265,0.194528,0.177711
10266,0.000723,0
10267,0.004649,0.00245
10268,0.017327,0
10269,0,0
10270,0.002198,0
10271,0.002568,0
10272,0,0
10273,0,0
10274,0.004505,0
10275,0.017094,0
10276,0,0
10277,0,0
10278,0.039683,0
10279,0,0
10280,0.007143,0
10281,0,0
10282,0.021195,0.009747
10283,0,0
10284,0,0
10285,0,0
10286,0,0
10287,0,0
10288,0,0
10289,0.000825,0
10290,0.021739,0
10291,0.006633,0
10292,0,0
10293,0.002793,0
10294,0.003003,0
10295,0,0
10296,0.003906,0
10297,0.004854,0
10298,0,0
10299,0,0
10300,0,0
10301,0,0
10302,0.002193,0
10303,0,0
10304,0.003623,0
10305,0,0
10306,0.037924,0
10307,0,0
10308,0,0
10309,0,0
10310,0,0
10311,0,0
10312,0,0
10313,0.402597,0.357377
10314,0,0
10315,0.216176,0.194362
10316,0.041715,0.003501
10317,0.003937,0
10318,0.001276,0
10319,0.014286,0.006757
10320,0,0
10321,0,0
10322,0.037794,0.019527
10323,0,0
10324,0,0
10325,0,0
10326,0,0
10327,0,0
10328,0.003687,0
10329,0,0
10330,0.010101,0
10331,0.0125,0
10332,0.011765,0
10333,0.062563,0.026396
10334,0,0
10335,0.005291,0
10336,0.001416,0
10337,0,0
10338,0,0
10339,0.00059,0
10340,0.003115,0
10341,0,0
10342,0,0
10343,0,0
10344,0.005076,0
10345,0.006098,0
10346,0.002463,0
10347,0.046358,0
10348,0,0
10349,0.001919,0
10350,0.002639,0
10351,0.15,0.116883
10352,0.006166,0
10353,0.013675,0
10354,0,0
10355,0.002778,0
10356,0.002172,0
10357,0,0
10358,0,0
10359,0.003165,0
10360,0,0
10361,0.014322,0.009314
10362,0,0
10363,0,0
10364,0,0
10365,0.056452,0.020661
10366,0,0
10367,0.001167,0
10368,0,0
10369,0,0
10370,0,0
10371,0.001704,0
10372,0,0
10373,0.006775,0
10374,0.004255,0
10375,0,0
10376,0.001887,0
10377,0.001992,0
10378,0.001761,0
10379,0,0
10380,0,0
10381,0.000588,0
10382,0,0
10383,0.001647,0
10384,0,0
10385,0.001666,0
10386,0.953608,0.885417
10387,0.258555,0.213462
10388,0,0
10389,0.005642,0
10390,0.003474,0
10391,0,0
10392,0,0
10393,0.003072,0
10394,0,0
10395,0,0
10396,0,0
10397,0,0
10398,0,0
10399,0.060453,0.017903
10400,0,0
10401,0.001437,0
10402,0,0
10403,0,0
10404,0.006289,0
10405,0.004687,0
10406,0.002871,0
10407,0,0
10408,0.012422,0
10409,0,0
10410,0.003279,0
10411,0,0
10412,0.004348,0
10413,0.020619,0
10414,0,0
10415,0.005698,0
10416,0,0
10417,0,0
10418,0,0
10419,0.008075,0
10420,0,0
10421,0,0
10422,0.000982,0
10423,0.00304,0
10424,0.004762,0
10425,0,0
10426,0,0
10427,0,0
10428,0.000568,0
10429,0.014706,0
10430,0,0
10431,0.005164,0
10432,0,0
10433,0.018182,0
10434,0,0
10435,0.002183,0
10436,0.013645,0
10437,0,0
10438,0,0
10439,0.001264,0
10440,0.006912,0
10441,0.002398,0
10442,0,0
10443,0.006637,0
10444,0,0
10445,0,0
10446,0.006289,0
10447,0.000955,0
10448,0,0
10449,0,0
10450,0.009302,0
10451,0,0
10452,0.001876,0
10453,0.005319,0
10454,0,0
10455,0,0
10456,0,0
10457,0.026575,0.009901
10458,0,0
10459,0,0
10460,0.005291,0
10461,0,0
10462,0,0
10463,0,0
10464,0.000605,0
10465,0,0
10466,0.553846,0.508475
10467,0,0
10468,0.100752,0.07132
10469,0.000756,0
10470,0,0
10471,0,0
10472,0.001647,0
10473,0.180851,0.125
10474,0,0
10475,0,0
10476,0.021601,0.01148
10477,0,0
10478,0,0
10479,0.003774,0
10480,0.002558,0
10481,0.004843,0
10482,0,0
10483,0.002169,0
10484,0,0
10485,0.048193,0
10486,0.003861,0
10487,0,0
10488,0.002097,0
10489,0.029197,0.016605
10490,0.002053,0
10491,0,0
10492,0.011594,0
10493,0.005181,0
10494,0,0
10495,0,0
10496,0,0
10497,0,0
10498,0,0
10499,0,0
10500,0.001445,0
10501,0.00241,0
10502,0,0
10503,0,0
10504,0.003058,0
10505,0,0
10506,0,0
10507,0,0
10508,0.002721,0
10509,0,0
10510,0,0
10511,0.016962,0.000775
10512,0,0
10513,0.00277,0
10514,0,0
10515,0.001837,0.000134
10516,0,0
10517,0,0
10518,0,0
10519,0.003958,0
10520,0.002604,0
10521,0.010363,0
10522,0.007389,0
10523,0.008929,0
10524,0,0
10525,0,0
10526,0,0
10527,0,0
10528,0.001292,0
10529,0,0
10530,0.031818,0
10531,0,0
10532,0.005797,0
10533,0,0
10534,0,0
10535,0.001093,0
10536,0,0
10537,0.002525,0
10538,0,0
10539,0.006944,0
10540,0.012987,0
10541,0.005668,0.000342
10542,0.00349,0
10543,0,0
10544,0.005038,0
10545,0,0
10546,0,0
10547,0,0
10548,0,0
10549,0.005,0
10550,0.001609,0
10551,0,0
10552,0.005249,0
10553,0.02451,0
10554,0,0
10555,0.003672,0
10556,0.007463,0
10557,0,0
10558,0.042718,0.017682
10559,0.001709,0
10560,0,0
10561,0.007595,0
10562,0,0
10563,0.001064,0
10564,0.007143,0
10565,0.005988,0
10566,0,0
10567,0,0
10568,0.011696,0
10569,0.008242,0
10570,0.006944,0
10571,0,0
10572,0.050831,0.030482
10573,0,0
10574,0,0
10575,0,0
10576,0,0
10577,0,0
10578,0.004918,0
10579,0,0
10580,0.002331,0
10581,0.0016,0
10582,0.023211,0
10583,0.005714,0
10584,0.243386,0.22043
10585,0,0
10586,0.014519,0.006548
10587,0,0
10588,0.003817,0
10589,0,0
10590,0.063291,0.019737
10591,0,0
10592,0.00664,0
10593,0,0
10594,0.007064,0.001015
10595,0.010381,0
10596,0,0
10597,0.146067,0.126437
10598,0.002421,0
10599,0.008547,0
10600,0.072539,0.037433
10601,0.005992,0
10602,0.000311,0
10603,0,0
10604,0,0
10605,0.006098,0
10606,0.025862,0
10607,0,0
10608,0,0
10609,0,0
10610,0,0
10611,0,0
10612,0,0
10613,0.003106,0
10614,0.005063,0
10615,0.003025,0
10616,0,0
10617,0,0
10618,0.034926,0
10619,0,0
10620,0.007407,0
10621,0.00106,0
10622,0.002251,0.000322
10623,0.02809,0.007576
10624,0,0
10625,0,0
10626,0.055385,0.041925
10627,0,0
10628,0,0
10629,0,0
10630,0,0
10631,0.000965,0
10632,0,0
10633,0.001779,0
10634,0.022371,0
10635,0.004127,0
10636,0,0
10637,0.009823,0
10638,0.026667,0
10639,0.008547,0
10640,0,0
10641,0,0
10642,0.024096,0
10643,0.007501,0.001158
10644,0.000791,0
10645,0,0
10646,0.000587,0
10647,0.002762,0
10648,0.025402,0.017717
10649,0,0
10650,0,0
10651,0,0
10652,0.005891,0
10653,0.007752,0
10654,0,0
10655,0,0
10656,0.00346,0
10657,0.003497,0
10658,0,0
10659,0,0
10660,0,0
10661,0,0
10662,0.000826,0
10663,0,0
10664,0,0
10665,0,0
10666,0.102241,0.090395
10667,0,0
10668,0,0
10669,0.00555,0
10670,0,0
10671,0.017241,0
10672,0.004489,0
10673,0.001114,0
10674,0.006329,0
10675,0,0
10676,0.01105,0
10677,0,0
10678,0,0
10679,0,0
10680,0,0
10681,0.00215,0
10682,0,0
10683,0,0
10684,0,0
10685,0,0
10686,0,0
10687,0,0
10688,0,0
10689,0.00996,0
10690,0,0
10691,0,0
10692,0.319149,0.146341
10693,0,0
10694,0.002725,0
10695,0.001263,0
10696,0,0
10697,0,0
10698,0,0
10699,0,0
10700,0,0
10701,0.017143,0
10702,0.010917,0.004396
10703,0.002692,0.000337
10704,0.009836,0
10705,0.066667,0.022654
10706,0.00203,0
10707,0,0
10708,0,0
10709,0.016086,0
10710,0.004963,0
10711,0.009284,0
10712,0,0
10713,0,0
10714,0.000993,0
10715,0,0
10716,0.11,0.053191
10717,0,0
10718,0,0
10719,0,0
10720,0,0
10721,0.003745,0
10722,0.004734,0
10723,0,0
10724,0.005034,0
10725,0,0
10726,0,0
10727,0,0
10728,0.003515,0
10729,0,0
10730,0,0
10731,0,0
10732,0.002463,0
10733,0,0
10734,0,0
10735,0,0
10736,0.008903,0.003452
10737,0,0
10738,0,0
10739,0.008759,0
10740,0,0
10741,0,0
10742,0,0
10743,0,0
10744,0.001081,0
10745,0,0
10746,0.007143,0
10747,0.001528,0
10748,0.008628,0
10749,0.000388,0
10750,0.004335,0
10751,0,0
10752,0,0
10753,0,0
10754,0.023721,0.002978
10755,0,0
10756,0,0
10757,0,0
10758,0,0
10759,0.240423,0.209055
10760,0.004545,0
10761,0,0
10762,0.008825,0
10763,0,0
10764,0.002299,0
10765,0.107407,0.083333
10766,0,0
10767,0,0
10768,0.000549,0
10769,0.002437,0
10770,0.034544,0.017469
10771,0,0
10772,0,0
10773,0.004231,0
10774,0,0
10775,0,0
10776,0,0
10777,0,0
10778,0.026667,0
10779,0,0
10780,0.005587,0
10781,0.002522,0
10782,0.003922,0
10783,0,0
10784,0,0
10785,0,0
10786,0.007812,0
10787,0.00495,0
10788,0.007024,0.001765
10789,0,0
10790,0,0
10791,0,0
10792,0,0
10793,0.057471,0
10794,0,0
10795,0.067568,0
10796,0.006494,0
10797,0.005495,0
10798,0.007576,0
10799,0.001379,0
10800,0.001907,0
10801,0.00229,0
10802,0,0
10803,0.002658,0
10804,0,0
10805,0,0
10806,0.00692,0
10807,0.013333,0
10808,0.001847,0
10809,0.002016,0
10810,0,0
10811,0,0
10812,0.008889,0
10813,0.00202,0
10814,0.021909,0
10815,0,0
10816,0.00346,0
10817,0,0
10818,0.013812,0
10819,0.005,0
10820,0,0
10821,0,0
10822,0,0
10823,0.008876,0
10824,0,0
10825,0,0
10826,0.00178,0
10827,0.001898,0
10828,0,0
10829,0.003106,0
10830,0.001261,0
10831,0,0
10832,0,0
10833,0,0
10834,0,0
10835,0.00692,0
10836,0.027397,0
10837,0.007824,0.003264
10838,0,0
10839,0.00625,0
10840,0,0
10841,0,0
10842,0,0
10843,0,0
10844,0.002414,0
10845,0,0
10846,0,0
10847,0.001083,0
10848,0,0
10849,0,0
10850,0,0
10851,0.013746,0
10852,0.002956,0
10853,0.001883,0
10854,0,0
10855,0,0
10856,0,0
10857,0.139116,0.120661
10858,0,0
10859,0.011923,0
10860,0,0
10861,0,0
10862,0.003336,0
10863,0.005834,0
10864,0.001436,0
10865,0,0
10866,0,0
10867,0.01676,0
10868,0.012987,0
10869,0.019231,0
10870,0.010638,0
10871,0.009494,0
10872,0,0
10873,0,0
10874,0,0
10875,0,0
10876,0.000906,0
10877,0,0
10878,0.027545,0.010771
10879,0.002262,0
10880,0.002153,0
10881,0.002649,0
10882,0,0
10883,0.001451,0
10884,0,0
10885,0,0
10886,0.002041,0
10887,0.002421,0
10888,0.036735,0.012552
10889,0.001111,0
10890,0.015267,0
10891,0,0
10892,0,0
10893,0,0
10894,0.008969,0
10895,0.008772,0
10896,0,0
10897,0,0
10898,0.00353,0
10899,0.002304,0
10900,0.001558,0
10901,0.00495,0
10902,0.029851,0.001887
10903,0,0
10904,0.001004,0
10905,0,0
10906,0,0
10907,0,0
10908,0,0
10909,0,0
10910,0.008236,0.002661
10911,0,0
10912,0.008811,0
10913,0.135788,0.058891
10914,0.003106,0
10915,0.013841,0.003497
10916,0.001845,0
10917,0,0
10918,0.005435,0
10919,0,0
10920,0,0
10921,0.001623,0
10922,0.001036,0
10923,0.002579,0.001251
10924,0,0
10925,0.009524,0
10926,0.003759,0
10927,0.021739,0
10928,0.004202,0
10929,0.009479,0
10930,0.003077,0
10931,0,0
10932,0,0
10933,0,0
10934,0.012658,0
10935,0,0
10936,0.055363,0.003534
10937,0,0
10938,0,0
10939,0,0
10940,0.000804,0
10941,0,0
10942,0,0
10943,0,0
10944,0.033333,0
10945,0.007092,0
10946,0,0
10947,0,0
10948,0,0
10949,0.003546,0
10950,0,0
10951,0,0
10952,0,0
10953,0.006757,0
10954,0.006345,0
10955,0,0
10956,0.007895,0
10957,0,0
10958,0,0
10959,0,0
10960,0,0
10961,0,0
10962,0.013459,0.002187
10963,0,0
10964,0,0
10965,0,0
10966,0.016949,0
10967,0.004651,0
10968,0,0
10969,0,0
10970,0.441767,0.353909
10971,0,0
10972,0,0
10973,0.004435,0
10974,0.014965,0.011663
10975,0.000896,0
10976,0.003591,0
10977,0.026667,0
10978,0,0
10979,0,0
10980,0,0
10981,0.002425,0
10982,0.004367,0
10983,0,0
10984,0.005013,0
10985,0.013672,0
10986,0,0
10987,0,0
10988,0,0
10989,0.007937,0
10990,0,0
10991,0,0
10992,0.008982,0
10993,0,0
10994,0,0
10995,0,0
10996,0.052356,0.021622
10997,0.220994,0.205056
10998,0,0
10999,0,0
11000,0,0
11001,0,0
11002,0,0
11003,0.071493,0.045496
11004,0.002285,0
11005,0.006601,0
11006,0.007812,0
11007,0.002454,0
11008,0,0
11009,0.041045,0.003759
11010,0,0
11011,0.011525,0
11012,0,0
11013,0,0
11014,0.001567,0
11015,0,0
11016,0.003891,0
11017,0.056818,0.023529
11018,0.030151,0
11019,0,0
11020,0.002627,0
11021,0,0
11022,0.004124,0
11023,0,0
11024,0,0
11025,0,0
11026,0,0
11027,0,0
11028,0,0
11029,0.006431,0
11030,0.00237,0
11031,0,0
11032,0.001242,0
11033,0.002838,0
11034,0,0
11035,0.00116,0
11036,0.045455,0
11037,0,0
11038,0,0
11039,0.003876,0
11040,0.005495,0
11041,0,0
11042,0.000339,0
11043,0,0
11044,0.007246,0
11045,0,0
11046,0,0
11047,0.00406,0
11048,0,0
11049,0,0
11050,0.015083,0.001522
11051,0.024691,0
11052,0,0
11053,0,0
11054,0,0
11055,0,0
11056,0,0
11057,0.004673,0
11058,0.002809,0
11059,0,0
11060,0,0
11061,0.000788,0
11062,0,0
11063,0.00214,0
11064,0.015584,0
11065,0,0
11066,0.253766,0.212369
11067,0,0
11068,0.00082,0
11069,0,0
11070,0.001565,0
11071,0.008772,0
11072,0,0
11073,0.00267,0
11074,0.012903,0
11075,0.026627,0
11076,0.003224,0
11077,0,0
11078,0,0
11079,0,0
11080,0,0
11081,0.003931,0
11082,0,0
11083,0.002946,0
11084,0,0
11085,0,0
11086,0,0
11087,0,0
11088,0,0
11089,0.004854,0
11090,0,0
11091,0,0
11092,0,0
11093,0,0
11094,0,0
11095,0,0
11096,0,0
11097,0.336283,0.32542
11098,0.001538,0
11099,0.00885,0
11100,0,0
11101,0,0
11102,0,0
11103,0,0
11104,0,0
11105,0.00703,0
11106,0,0
11107,0.001,0
11108,0.018743,0
11109,0.005882,0
11110,0.005935,0
11111,0.003484,0
11112,0.000326,0
11113,0,0
11114,0,0
11115,0.003525,0
11116,0,0
11117,0,0
11118,0,0
11119,0,0
11120,0,0
11121,0,0
11122,0.005862,0
11123,0,0
11124,0,0
11125,0.002755,0
11126,0,0
11127,0,0
11128,0.001957,0
11129,0.000714,0
11130,0.393258,0.343964
11131,0.00365,0
11132,0.001062,0
11133,0.001937,0
11134,0.028986,0
11135,0,0
11136,0.00344,0
11137,0.126649,0.096515
11138,0.00344,0
11139,0.010989,0
11140,0.001618,0
11141,0,0
11142,0.005105,0
11143,0.002404,0
11144,0,0
11145,0.007194,0
11146,0.024161,0.010825
11147,0.002193,0
11148,0.004076,0
11149,0.030626,0.010738
11150,0,0
11151,0.053465,0.004008
11152,0.002309,0
11153,0.029221,0
11154,0,0
11155,0.001592,0
11156,0.020619,0
11157,0.007519,0
11158,0.01348,0
11159,0.004237,0
11160,0.001239,0
11161,0,0
11162,0.003861,0
11163,0.187295,0.16097
11164,0.001493,0
11165,0,0
11166,0.006633,0.000833
11167,0.00578,0
11168,0,0
11169,0,0
11170,0.023438,0
11171,0,0
11172,0,0
11173,0.011236,0
11174,0.003651,0
11175,0,0
11176,0,0
11177,0.002157,0
11178,0.012821,0
11179,0.085106,0.01199
11180,0,0
11181,0.000965,0
11182,0,0
11183,0,0
11184,0,0
11185,0.002203,0
11186,0,0
11187,0,0
11188,0,0
11189,0.005051,0
11190,0.034783,0
11191,0.000934,0
11192,0,0
11193,0,0
11194,0,0
11195,0.443347,0.434402
11196,0.012048,0
11197,0,0
11198,0,0
11199,0,0
11200,0.012003,0
11201,0.006849,0
11202,0,0
11203,0.00155,0
11204,0.010345,0
11205,0.002762,0
11206,0.000927,0
11207,0.003322,0
11208,0,0
11209,0.001367,0
11210,0,0
11211,0.014124,0
11212,0,0
11213,0.008547,0
11214,0.009119,0
11215,0,0
11216,0,0
11217,0,0
11218,0,0
11219,0.001878,0
11220,0.008264,0
11221,0,0
11222,0.076923,0
11223,0,0
11224,0,0
11225,0.18028,0.161593
11226,0,0
11227,0.030826,0.018634
11228,0.005277,0
11229,0.004785,0
11230,0.079747,0.014031
11231,0.076087,0
11232,0.004032,0
11233,0.022599,0
11234,0.039903,0.015834
11235,0,0
11236,0.001736,0
11237,0.352324,0.15885
11238,0,0
11239,0,0
11240,0,0
11241,0.000891,0
11242,0,0
11243,0.20462,0.144781
11244,0,0
11245,0.003226,0
11246,0.013183,0
11247,0,0
11248,0.001558,0
11249,0.007075,0
11250,0,0
11251,0.007463,0
11252,0,0
11253,0,0
11254,0,0
11255,0.010417,0
11256,0,0
11257,0,0
11258,0.007874,0
11259,0,0
11260,0,0
11261,0,0
11262,0,0
11263,0.001866,0
11264,0.034913,0.017722
11265,0.943035,0.940651
11266,0,0
11267,0,0
11268,0,0
11269,0.789148,0.745347
11270,0.079295,0.0181
11271,0.014778,0
11272,0,0
11273,0,0
11274,0.137288,0.066781
11275,0,0
11276,0.027008,0.014276
11277,0,0
11278,0,0
11279,0.112409,0.063328
11280,0.005415,0
11281,0.017699,0
11282,0,0
11283,0.003509,0
11284,0,0
11285,0,0
11286,0,0
11287,0,0
11288,0,0
11289,0,0
11290,0.012377,0.001094
11291,0,0
11292,0.006757,0
11293,0.005366,0
11294,0.045499,0.023369
11295,0.003115,0
11296,0,0
11297,0.001852,0
11298,0.402397,0.33045
11299,0.002077,0
11300,0.005398,0
11301,0.002674,0
11302,0.003804,0
11303,0.001976,0
11304,0.029167,0.004274
11305,0,0
11306,0.099099,0.047619
11307,0,0
11308,0,0
11309,0.031284,0.02063
11310,0.001808,0
11311,0,0
11312,0.003731,0
11313,0.321739,0.244838
11314,0,0
11315,0,0
11316,0.003863,0
11317,0,0
11318,0,0
11319,0,0
11320,0,0
11321,0.008734,0
11322,0,0
11323,0.001114,0
11324,0,0
11325,0.005859,0
11326,0,0
11327,0.0059,0
11328,0,0
11329,0,0
11330,0.016575,0
11331,0.000954,0
11332,0,0
11333,0.001463,0
11334,0,0
11335,0,0
11336,0.009524,0
11337,0.432602,0.300319
11338,0,0
11339,0,0
11340,0.028133,0.007792
11341,0,0
11342,0.001776,0
11343,0.006689,0
11344,0.026034,0.012365
11345,0,0
11346,0,0
11347,0.047184,0.026114
11348,0.007599,0
11349,0,0
11350,0,0
11351,0.075838,0.037433
11352,0,0
11353,0,0
11354,0.027778,0.011299
11355,0.057892,0.042184
11356,0.000961,0
11357,0.006276,0
11358,0,0
11359,0.02331,0.007092
11360,0.00831,0
11361,0,0
11362,0,0
11363,0,0
11364,0,0
11365,0.018154,0
11366,0,0
11367,0,0
11368,0.002016,0
11369,0.002874,0
11370,0,0
11371,0,0
11372,0.003049,0
11373,0.000414,0
11374,0,0
11375,0,0
11376,0,0
11377,0,0
11378,0,0
11379,0,0
11380,0,0
11381,0,0
11382,0,0
11383,0.00578,0
11384,0.001773,0
11385,0,0
11386,0,0
11387,0,0
11388,0,0
11389,0,0
11390,0.085106,0.041219
11391,0.003617,0
11392,0,0
11393,0.003205,0
11394,0.071274,0.039387
11395,0,0
11396,0.013333,0
11397,0,0
11398,0.012012,0
11399,0,0
11400,0,0
11401,0,0
11402,0,0
11403,0.008942,0
11404,0,0
11405,0.000415,0
11406,0.081181,0.060377
11407,0,0
11408,0.004938,0
11409,0.000842,0
11410,0.003891,0
11411,0.007595,0
11412,0.081081,0.028571
11413,0,0
11414,0.754098,0.637931
11415,0,0
11416,0.005329,0
11417,0,0
11418,0.007547,0
11419,0,0
11420,0,0
11421,0.001361,0
11422,0,0
11423,0,0
11424,0.001653,0
11425,0.003937,0
11426,0,0
11427,0,0
11428,0.060241,0
11429,0.239804,0.160983
11430,0,0
11431,0,0
11432,0.002315,0
11433,0,0
11434,0,0
11435,0,0
11436,0.039848,0.021113
11437,0,0
11438,0,0
11439,0,0
11440,0.001938,0
11441,0,0
11442,0.002584,0
11443,0,0
11444,0,0
11445,0,0
11446,0,0
11447,0,0
11448,0,0
11449,0.186646,0.168453
11450,0.036315,0.021607
11451,0,0
11452,0.000611,0
11453,0,0
11454,0.006969,0
11455,0,0
11456,0.008696,0
11457,0,0
11458,0.005593,0
11459,0.002352,0
11460,0.001681,0
11461,0.009302,0
11462,0.152866,0.119205
11463,0.300613,0.262052
11464,0.009328,0
11465,0,0
11466,0,0
11467,0,0
11468,0.002766,0
11469,0,0
11470,0,0
11471,0,0
11472,0.165862,0.143089
11473,0.00419,0
11474,0,0
11475,0,0
11476,0.022388,0
11477,0,0
11478,0,0
11479,0,0
11480,0,0
11481,0.002114,0
11482,0,0
11483,0,0
11484,0.000912,0
11485,0,0
11486,0,0
11487,0,0
11488,0,0
11489,0.005155,0
11490,0,0
11491,0.023891,0.003484
11492,0,0
11493,0.008197,0
11494,0,0
11495,0.004617,0.000771
11496,0,0
11497,0,0
11498,0.004149,0
11499,0,0
11500,0,0
11501,0.003636,0
11502,0,0
11503,0,0
11504,0,0
11505,0,0
11506,0.006757,0
11507,0.007282,0
11508,0,0
11509,0,0
11510,0,0
11511,0,0
11512,0,0
11513,0.027211,0.006944
11514,0,0
11515,0,0
11516,0.210526,0.106952
11517,0.01412,0.011069
11518,0,0
11519,0.001565,0
11520,0,0
11521,0.015,0
11522,0.004839,0
11523,0.01087,0
11524,0,0
11525,0,0
11526,0,0
11527,0.016529,0
11528,0,0
11529,0,0
11530,0,0
11531,0.010772,0
11532,0,0
11533,0.005682,0
11534,0,0
11535,0,0
11536,0.008264,0
11537,0.001357,0
11538,0.006536,0
11539,0.032184,0
11540,0.224138,0.181818
11541,0.002967,0
11542,0,0
11543,0.005803,0
11544,0,0
11545,0.006747,0
11546,0.002309,0
11547,0.000898,0
11548,0.521452,0.451178
11549,0.013652,0
11550,0,0
11551,0,0
11552,0.003761,0.000209
11553,0,0
11554,0.001232,0
11555,0.002904,0
11556,0,0
11557,0,0
11558,0.001229,0
11559,0,0
11560,0,0
11561,0.016736,0
11562,0.001675,0
11563,0,0
11564,0.024538,0.009642
11565,0,0
11566,0.003247,0
11567,0,0
11568,0.183594,0.128
11569,0,0
11570,0,0
11571,0.200193,0.170233
11572,0.005602,0
11573,0,0
11574,0,0
11575,0.002813,0
11576,0.004425,0
11577,0,0
11578,0.42487,0.13438
11579,0.00015,0
11580,0.003704,0
11581,0.001529,0
11582,0.003546,0
11583,0.00463,0
11584,0,0
11585,0,0
11586,0,0
11587,0,0
11588,0.000895,0
11589,0.001805,0
11590,0.004425,0
11591,0.00885,0
11592,0.014925,0
11593,0,0
11594,0,0
11595,0,0
11596,0,0
11597,0.164474,0.130137
11598,0,0
11599,0.001346,0
11600,0,0
11601,0.009009,0
11602,0,0
11603,0.006494,0
11604,0,0
11605,0,0
11606,0,0
11607,0,0
11608,0,0
11609,0,0
11610,0,0
11611,0.002039,0
11612,0,0
11613,0.06488,0.044097
11614,0.185083,0.155989
11615,0,0
11616,0,0
11617,0,0
11618,0.000589,0
11619,0,0
11620,0,0
11621,0.011834,0
11622,0.014423,0
11623,0.014069,0
11624,0,0
11625,0.004396,0
11626,0.007078,0
11627,0,0
11628,0,0
11629,0,0
11630,0,0
11631,0,0
11632,0.007246,0
11633,0,0
11634,0.00202,0
11635,0,0
11636,0,0
11637,0,0
11638,0,0
11639,0.023196,0
11640,0,0
11641,0,0
11642,0,0
11643,0,0
11644,0,0
11645,0,0
11646,0,0
11647,0,0
11648,0.02137,0.002524
11649,0,0
11650,0,0
11651,0,0
11652,0.002611,0
11653,0,0
11654,0.03367,0
11655,0,0
11656,0.00149,0
11657,0,0
11658,0,0
11659,0,0
11660,0.009434,0
11661,0,0
11662,0,0
11663,0.002985,0
11664,0.001112,0
11665,0.003895,0
11666,0.008197,0
11667,0.000903,0
